,@ in URLs,Attachments,Css,Encoding,External Resources,Flash content,HTML content,Html Form,Html iFrame,IPs in URLs,Javascript,Phishy,URLs,SFH,popUpWidnow,SSLfinal_State,Request_URL,URL_of_Anchor,web_traffic,URL_Length,age_of_domain,having_IP_Address,Result
14,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,1,1,-1,-1,0,0,1,0,-1
15,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,9,1,0,1,-1,-1,-1,0,1,0,-1
16,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,14,1,0,-1,-1,-1,-1,1,1,0,-1
17,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,5,1,-1,1,-1,1,-1,-1,1,0,-1
18,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,5,1,1,-1,1,1,-1,1,1,0,-1
19,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,3,1,0,1,-1,1,-1,1,1,0,-1
20,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,3,1,1,1,-1,1,-1,-1,1,0,-1
21,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,-1,0,1,0,-1,0,0,-1,0,-1
22,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,5,1,1,1,1,0,-1,0,1,0,-1
23,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,5,1,0,1,1,1,0,-1,1,1,-1
24,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,3,1,0,1,0,-1,-1,-1,1,0,-1
25,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,3,1,1,1,-1,1,-1,0,1,1,-1
26,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,1,1,-1,1,1,0,-1
27,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,-1,0,1,1,0,0,1,0,-1
28,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,1,1,-1,1,-1,1,1,1,-1
29,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,4,1,1,1,1,1,1,0,1,1,-1
30,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,1,1,-1,1,1,0,-1
31,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,1,0,0,-1,0,0,1,0,-1
32,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,22,1,1,1,1,1,-1,1,1,0,-1
33,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,22,1,0,1,0,-1,1,0,-1,0,-1
34,FALSE,0,1,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,3,1,1,0,-1,1,0,-1,-1,0,-1
35,FALSE,0,1,8bit,1,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,6,1,-1,1,1,1,0,0,1,0,-1
36,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,1,0,0,-1,1,1,-1
37,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,1,1,-1,1,-1,0,1,0,-1
38,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,22,1,1,1,0,-1,1,1,-1,0,-1
39,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,1,1,1,1,0,-1,1,0,-1
40,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,-1,-1,1,1,-1,1,-1,-1,0,-1
41,FALSE,1,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,0,1,0,1,-1,-1,-1,0,1,1,-1
42,FALSE,1,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,0,1,0,1,0,-1,-1,1,1,0,-1
43,FALSE,1,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,0,1,1,1,-1,-1,-1,0,1,0,-1
44,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,1,1,-1,1,1,0,-1
45,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,8,1,0,1,1,1,-1,0,1,0,-1
46,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,16,1,0,1,-1,1,0,1,1,0,-1
47,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,1,1,1,1,0,1,1,0,-1
48,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,4,1,1,1,1,1,1,0,-1,1,-1
49,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,-1,1,1,0,0,-1,0,-1
50,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,10,TRUE,21,1,0,-1,1,1,-1,1,1,0,-1
51,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,22,1,0,1,1,0,0,1,1,0,-1
52,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,0,1,0,-1,1,-1,-1,0,-1
53,FALSE,0,1,none,0,FALSE,TRUE,TRUE,FALSE,TRUE,4,TRUE,23,1,0,1,-1,1,-1,1,1,0,-1
54,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,5,1,-1,1,0,-1,-1,1,1,0,-1
55,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,4,1,0,1,1,1,0,1,-1,0,-1
56,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,9,1,1,1,-1,1,-1,1,1,0,-1
57,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,1,-1,0,0,-1,-1,0,1,0,-1
58,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,1,0,1,0,0,-1,-1,0,-1
59,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,1,-1,1,1,1,0,-1,1,0,-1
60,FALSE,0,1,quoted-printable,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,-1,0,0,-1,-1,1,-1,-1,0,-1
61,FALSE,0,1,quoted-printable,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,1,1,0,-1,0,0,1,0,-1
62,FALSE,0,1,quoted-printable,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,-1,1,1,0,0,-1,0,1,0,-1
63,FALSE,0,1,quoted-printable,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,0,-1,-1,1,0,-1,-1,0,-1
64,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,8,1,0,1,0,-1,-1,-1,1,0,-1
65,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE,14,1,-1,1,0,-1,0,1,1,0,-1
66,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,13,1,0,1,1,1,-1,0,1,0,-1
67,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,9,-1,1,-1,0,0,1,-1,-1,0,-1
68,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,11,1,0,1,-1,1,1,1,-1,0,-1
69,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,10,1,0,1,-1,1,1,-1,-1,1,-1
70,FALSE,0,0,quoted-printable,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,4,1,-1,1,1,1,-1,0,1,0,-1
71,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,1,1,1,1,-1,-1,1,1,-1
72,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,12,1,0,-1,0,-1,1,1,-1,0,-1
73,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,12,1,-1,1,-1,1,-1,0,1,0,-1
74,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,4,1,-1,0,1,1,0,-1,1,0,-1
75,FALSE,0,0,quoted-printable,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,-1,1,-1,1,-1,-1,1,1,-1
76,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,8,1,-1,1,1,1,0,-1,1,0,-1
77,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,0,1,-1,1,-1,-1,1,0,-1
78,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,24,1,-1,1,-1,1,-1,0,1,0,-1
79,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,13,1,-1,0,1,0,-1,0,1,0,-1
80,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,13,1,0,1,0,-1,1,-1,-1,0,-1
81,FALSE,0,1,7bit,0,FALSE,TRUE,TRUE,FALSE,FALSE,4,TRUE,13,1,-1,1,0,-1,-1,-1,1,0,-1
82,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,5,1,0,1,1,1,0,-1,1,0,-1
83,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,12,1,-1,0,1,1,-1,1,1,0,-1
84,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,6,1,1,1,-1,-1,-1,0,1,0,-1
85,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,8,1,1,1,-1,-1,-1,-1,1,0,-1
86,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,12,1,0,1,-1,1,1,1,-1,1,-1
87,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,1,1,0,0,1,0,-1
88,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,1,1,0,0,0,0,1,0,-1
89,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,0,1,1,0,-1,1,0,-1
90,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,-1,1,-1,1,1,-1,-1,0,-1
91,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,1,1,-1,1,0,0,-1,1,-1
92,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,1,1,-1,1,-1,1,1,0,-1
93,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,-1,1,0,0,1,0,-1
94,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,-1,0,0,-1,0,-1,-1,0,-1
95,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,-1,1,0,0,1,0,-1
96,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,1,-1,-1,1,1,-1,-1,0,-1
97,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,1,1,-1,0,1,1,-1
98,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,1,1,1,1,-1,0,-1
99,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,-1,1,0,0,-1,0,1,0,-1
100,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,0,0,0,0,1,0,-1
101,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,-1,-1,-1,0,1,0,-1
102,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,1,1,1,1,-1,0,1,0,-1
103,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,-1,0,1,0,0,0,0,1,1,-1
104,FALSE,0,0,none,0,FALSE,TRUE,TRUE,FALSE,TRUE,0,TRUE,3,1,0,1,0,-1,-1,-1,1,0,-1
105,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,1,1,1,1,0,-1,0,1,0,-1
106,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,-1,0,1,0,-1,-1,0,1,0,-1
107,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,1,1,0,-1,1,0,-1,0,-1
108,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,-1,1,-1,-1,0,0,1,0,-1
109,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,14,1,0,1,1,1,1,0,-1,0,-1
110,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,24,1,0,1,1,0,-1,1,1,0,-1
111,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,5,1,0,1,1,0,-1,0,1,0,-1
112,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,7,1,0,1,0,-1,1,0,-1,0,-1
113,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,13,1,-1,1,0,-1,1,-1,-1,1,-1
114,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,13,-1,-1,1,-1,-1,1,0,-1,0,-1
115,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,13,1,0,-1,0,0,1,0,-1,0,-1
116,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,5,1,-1,1,-1,1,-1,0,1,0,-1
117,FALSE,0,0,none,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,1,0,1,1,1,-1,-1,1,0,-1
118,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,6,1,0,1,0,-1,1,0,-1,0,-1
119,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,6,1,0,1,1,1,0,-1,1,0,-1
120,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,0,1,1,1,1,0,-1,0,-1
121,FALSE,0,4,quoted-printable,0,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,12,1,0,1,1,1,0,0,1,0,-1
122,FALSE,0,4,quoted-printable,0,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,12,1,-1,1,-1,1,-1,1,1,0,-1
123,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,0,0,1,1,1,1,-1,1,-1
124,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,5,1,1,1,1,1,0,0,1,0,-1
125,FALSE,0,0,none,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,1,1,0,1,0,-1,0,-1,1,0,-1
126,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,0,1,-1,1,1,-1,-1,0,-1
127,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,12,1,0,1,0,-1,1,1,-1,1,-1
128,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,-1,-1,-1,1,0,-1,0,-1
129,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,0,-1,-1,0,0,-1,0,-1
130,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,7,1,1,1,-1,1,0,1,1,0,-1
131,FALSE,0,0,quoted-printable,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,8,1,1,1,1,1,1,0,-1,1,-1
132,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,1,0,0,1,1,0,-1
133,FALSE,0,0,none,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,1,1,0,-1,1,0,1,-1,1,0,-1
134,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,TRUE,13,-1,-1,1,-1,0,1,0,-1,0,-1
135,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,20,1,1,1,-1,-1,1,0,-1,0,-1
136,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,-1,1,1,1,-1,0,1,0,-1
137,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,0,-1,0,1,1,0,-1
138,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,0,-1,-1,1,1,0,-1
139,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,4,1,0,1,0,-1,0,0,1,0,-1
140,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,1,1,0,0,1,0,-1
141,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,-1,-1,1,0,0,1,-1,-1,0,-1
142,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,-1,1,1,1,-1,0,-1
143,FALSE,0,0,8bit,0,FALSE,TRUE,TRUE,FALSE,TRUE,0,TRUE,14,1,1,1,0,-1,-1,-1,1,0,-1
144,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,1,1,1,0,-1,-1,0,1,0,-1
145,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,23,1,1,1,1,1,-1,1,1,0,-1
146,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,1,1,0,-1,-1,-1,1,1,-1
147,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,1,1,1,1,-1,1,1,1,-1
148,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,-1,1,0,-1,1,0,-1,0,-1
149,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,19,-1,0,1,-1,0,0,-1,1,0,-1
150,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,0,-1,-1,0,1,0,-1
151,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,1,0,0,1,1,-1,-1,1,0,-1
152,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,6,1,0,1,1,1,0,1,-1,0,-1
153,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,34,-1,0,1,0,-1,-1,1,1,0,-1
154,FALSE,0,0,7bit,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,1,-1,1,1,1,0,1,1,0,-1
155,FALSE,2,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,5,1,0,0,1,1,1,0,-1,0,-1
156,FALSE,2,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,5,1,-1,0,1,0,1,0,1,0,-1
157,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,16,1,1,1,1,1,0,1,-1,1,-1
158,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,0,1,-1,1,0,1,1,0,-1
159,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,5,1,-1,1,1,0,0,1,1,0,-1
160,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,-1,1,-1,1,-1,1,1,0,-1
161,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,-1,1,1,0,0,0,1,1,1,-1
162,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,0,1,1,1,-1,0,1,0,-1
163,FALSE,0,0,7bit,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,3,1,1,0,-1,-1,1,0,-1,0,-1
164,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,-1,1,-1,0,1,0,-1
165,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,-1,1,-1,1,1,0,-1
166,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,6,1,-1,0,-1,0,1,-1,1,0,-1
167,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,4,1,1,1,-1,-1,-1,1,1,0,-1
168,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,3,1,-1,0,1,1,-1,1,1,0,-1
169,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,0,-1,1,0,-1,0,-1
170,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,0,1,0,-1,-1,0,1,0,-1
171,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,8,1,-1,-1,1,1,-1,1,1,0,-1
172,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,-1,1,-1,1,1,1,-1,0,-1
173,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,13,1,0,1,-1,1,0,1,-1,0,-1
174,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,5,1,0,1,-1,1,-1,0,1,0,-1
175,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,14,1,0,1,1,1,-1,-1,1,0,-1
176,FALSE,0,0,8bit,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,1,0,1,-1,-1,1,0,-1,0,-1
177,FALSE,0,0,8bit,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,1,1,0,1,-1,-1,-1,0,1,0,-1
178,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,1,0,1,1,1,0,0,-1,0,-1
179,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,1,1,0,1,1,-1,0,1,0,-1
180,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,1,0,1,-1,-1,1,0,-1,1,-1
181,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,TRUE,2,1,1,0,0,-1,-1,1,1,1,-1
182,FALSE,2,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,-1,1,1,1,1,-1,-1,0,-1
183,FALSE,2,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,-1,1,1,1,0,0,1,0,-1
184,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,12,1,0,1,0,-1,-1,-1,1,1,-1
185,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,6,1,1,-1,-1,1,1,0,-1,0,-1
186,FALSE,0,0,8bit,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,8,1,0,1,-1,-1,0,1,1,0,-1
187,FALSE,0,0,none,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,4,1,0,1,-1,1,-1,1,1,0,-1
